Select,+,Result #,X,1,2,3,4,5,Document ID,Date Published,Family ID,Pages,Title,CPCI,CPCA,Inventor,Assignee,Application Number,Filing Date,Primary Examiner,Assistant Examiner,OR,XREF,Applicant Name,Notes,Notes/Tagged,Relevancy,C,Patent Number,Kind Code,Source,norm_number
checked,1,1031,,,,,,,US 20150241878 A1,2015-08-27,52822056,13,AUTONOMOUS DRIVING SENSING SYSTEM AND METHOD,B60W50/08;B60W60/00184;B60W30/143;B60W60/0051;B60W60/0053;B60W60/0059;G05D1/0246;G05D1/0259;G05D1/0289,B60W2050/009;B60W2050/0095;B60W2420/403;B60W2420/408;B60W2420/50;B60W2552/35;B60W2552/40;B60W2554/20;B60W2556/20;B60W2754/10,Crombez; Dale Scott et al.,"Ford Global Technologies, LLC",14/189760,2014-02-25,,,701/23,,"Ford Global Technologies, LLC",,,18.008947,,20150241878,A1,US-PGPUB,20150241878
checked,,1033,,,,,,,US 20150219785 A1,2015-08-06,46880866,18,"NONINTRUSIVE INSPECTION METHOD AND SYSTEM OF CARGO TYPE OBJECTS: VEHICLES, CONTAINER TRUCKS, TRAIN CARRIAGES",G01T7/12;G01V5/22;G01V5/232;G06V20/52,,Tudor; Mircea et al.,,14/416153,2013-05-20,,,378/57,,MB TELECOM LTD.,,,13.311871,,20150219785,A1,US-PGPUB,20150219785
checked,1,1034,,,,,,,US 20150212901 A1,2015-07-30,53679164,14,HEALTH MONITORING AND RECOVERY FOR INFRASTRUCTURE DEVICES,G06F11/0778;G06F11/0709;G06F11/0793,G06F11/3055;G06F11/3096;G06F11/3051,AGGARWAL; CHANDAN et al.,MICROSOFT CORPORATION,14/164829,2014-01-27,,,714/15,,MICROSOFT CORPORATION,,,22.072351,,20150212901,A1,US-PGPUB,20150212901
checked,,1036,,,,,,,US 20150205297 A1,2015-07-23,50545489,55,INFRASTRUCTURE FOR ROBOTS IN HUMAN-CENTRIC ENVIRONMENTS,G01S1/68;G01S1/7034;G01S1/7038;G01S1/725;G05D1/0022;G05D1/028,G01S2201/01,STEVENS; Andrew G. et al.,RoboteX Inc.,14/676431,2015-04-01,,,701/2,,RoboteX Inc.,,,30.305946,,20150205297,A1,US-PGPUB,20150205297
checked,,1037,,,,,,,US 20150198502 A1,2015-07-16,53521133,25,METHODS AND SYSTEMS FOR AUTOMATED BRIDGE STRUCTURAL HEALTH MONITORING,G01M5/0008;G01M5/0041;G01M5/0066,,Phares; Brent Matthew et al.,,14/595931,2015-01-13,,,702/42,702/105,"Iowa State University Research Foundation, Inc.",,,16.366915,,20150198502,A1,US-PGPUB,20150198502
checked,1,1038,,,,,,,US 20150186472 A1,2015-07-02,53482021,49,System and Method for Organizing Field Data Obtained Through a Plurality of Devices,G06Q30/012;G06Q10/10;G06F3/0481;G06F40/186,,Stanic; Steve,GLOBEX CORPORATION,14/141165,2013-12-26,,,707/722,,GLOBEX CORPORATION,,,23.28917,,20150186472,A1,US-PGPUB,20150186472
checked,1,1040,,,,,,,US 20150181390 A1,2015-06-25,53401604,46,SYSTEM AND METHOD FOR AUTOMATED RADIO FREQUENCY SAFETY AND COMPLIANCE WITHIN COMMERCIAL OR PUBLIC STRUCTURES,H04W4/33;G06Q10/10;G01S5/013;G06Q30/018;H04W4/90,H04W16/14;G06Q50/265;H04W64/00;G01S2205/02,Williams; Douglas M.,,14/640876,2015-03-06,,,455/456.3,,"RF Check, Inc.",,,13.172173,,20150181390,A1,US-PGPUB,20150181390
checked,,1041,,,,,,,US 20200053523 A1,2020-02-13,53401604,47,SYSTEM AND METHOD FOR AUTOMATED RADIO FREQUENCY SAFETY SYSTEM FOR MULTIPLE/SINGLE DISTRIBUTED ANTENNA SYSTEMS,G01S5/013;H04W4/90;G06Q10/10;H04W4/33;G06Q30/018,H04W16/14;H04W64/00;G06Q50/265;G01S2205/02,Williams; Douglas M.,,16/656118,2019-10-17,,,1/1,,"RF Check, Inc.",,,13.331907,,20200053523,A1,US-PGPUB,20200053523
checked,1,1042,,,,,,,US 20150140954 A1,2015-05-21,53173787,53,METHOD AND SYSTEM FOR AN EMERGENCY LOCATION INFORMATION SERVICE (E-LIS) FROM UNMANNED AERIAL VEHICLES (UAV),H04W4/025;H04W64/003;H04W4/70;H04W64/00;H04W4/90,H04W76/50;H04W4/80,MAIER; Nicholas M. et al.,,14/579760,2014-12-22,,,455/404.2,,"MAIER; Nicholas M.,EISNER; Gerald R.",,,28.45788,,20150140954,A1,US-PGPUB,20150140954
checked,,1047,,,,,,,US 20160358449 A1,2016-12-08,52986990,13,Hydrogen Sulfide Alarm Methods,G08B21/14;E21B41/0021;G08C17/02;G08B25/10,,Crook; Gary W.,,14/967310,2015-12-13,,,1/1,,Crook; Gary W.,,,16.958084,,20160358449,A1,US-PGPUB,20160358449
checked,3,1048,,,,,,,US 20150067569 A1,2015-03-05,52584659,13,Method of Using Graphical Index Maps to Provide Automated Relationship Discovery and Impact Analyses,G06N5/02;G06F3/04842,,Brereton; JoAnn P. et al.,International Business Machines Corporation,14/081241,2013-11-15,,,715/772,,International Business Machines Corporation,,,15.411659,,20150067569,A1,US-PGPUB,20150067569
checked,,1049,,,,,,,US 20150066827 A1,2015-03-05,52584659,13,Method of Using Graphical Index Maps to Provide Automated Relationship Discovery and Impact Analyses,G06F3/04842;G06N5/02,,Brereton; JoAnn P. et al.,International Business Machines Corporation,14/018872,2013-09-05,,,706/46,,International Business Machines Corporation,,,15.411659,,20150066827,A1,US-PGPUB,20150066827
checked,,1052,,,,,,,US 20150040661 A1,2015-02-12,52447433,28,"Extensometer Probe and System for Monitoring Displacement, Water Level and Evaporation",G01F23/0023;G01F23/60;G01F23/56,,Olson; Michael A.,,13/964098,2013-08-11,,,73/313,,Olson; Michael A.,,,21.311138,,20150040661,A1,US-PGPUB,20150040661
checked,,1055,,,,,,,US 20140358416 A1,2014-12-04,51870235,23,System and method for node adaptive filtering and congestion control for safety and mobility applications toward automated vehicles system,G08G1/094;H04W4/027;G08G1/093;H04W4/40;H04W4/023;H04W4/029,G08G1/163;G08G1/096791;H04W4/021,Ibrahim; Faroog,,13/907862,2013-06-01,,,701/300,,Ibrahim; Faroog,,,10.767088,,20140358416,A1,US-PGPUB,20140358416
checked,,1056,,,,,,,US 20140336928 A1,2014-11-13,51865398,16,"System and Method of Automated Civil Infrastructure Metrology for Inspection, Analysis, and Information Modeling",G01C21/1656;G01C21/206;G01M5/0008;G01M5/0033;G01M5/0091;G01N21/88,B64U2101/26;B64U2101/30,Scott; Michael L.,,14/275735,2014-05-12,,,701/468,,Scott; Michael L.,,,32.994583,,20140336928,A1,US-PGPUB,20140336928
checked,4,1057,,,,,,,US 20140320011 A1,2014-10-30,51788690,12,EMERGENCY LIGHTING MONITORING AND REPORTING SYSTEM,H05B45/10;G01R31/367;G09F13/22;H02J7/865;H02J9/02;H02J9/061;H02J9/062;H05B47/20,F21S8/02;G09F13/04;G09F2013/222;Y02B20/40;Y02P80/10,Hegarty; William,"Signtex, Inc.",14/265107,2014-04-29,,,315/86,315/132;40/570,"Signtex, Inc.",,,15.023389,,20140320011,A1,US-PGPUB,20140320011
checked,,1059,,,,,,,US 20160212818 A1,2016-07-21,51788690,12,EMERGENCY LIGHTING MONITORING AND REPORTING SYSTEM,H05B45/10;G01R31/367;G09F13/22;H02J7/865;H02J9/02;H02J9/061;H02J9/062;H05B47/20,F21S8/02;G09F13/04;G09F2013/222;Y02B20/40;Y02P80/10,Hegarty; William,,15/002740,2016-01-21,,,1/1,,"Signtex, Inc.",,,15.023389,,20160212818,A1,US-PGPUB,20160212818
checked,,1060,,,,,,,US 20200245434 A1,2020-07-30,51788690,12,EMERGENCY LIGHTING MONITORING AND REPORTING SYSTEM,H05B45/10;G01R31/367;G09F13/22;H02J7/865;H02J9/02;H02J9/061;H02J9/062;H05B47/20,F21S8/02;G09F13/04;G09F2013/222;Y02B20/40;Y02P80/10,Hegarty; William,,16/697667,2019-11-27,,,1/1,,"Signtex, Inc.",,,15.023389,,20200245434,A1,US-PGPUB,20200245434
checked,,1061,,,,,,,US 20240334562 A1,2024-10-03,51788690,12,EMERGENCY LIGHTING MONITORING AND REPORTING SYSTEM,H05B45/10;G01R31/367;G09F13/22;H02J7/865;H02J9/02;H02J9/061;H02J9/062;H05B47/20,F21S8/02;G09F13/04;G09F2013/222;Y02B20/40;Y02P80/10,Hegarty; William,,18/396123,2023-12-26,,,1/1,,"Signtex, Inc.",,,15.023389,,20240334562,A1,US-PGPUB,20240334562
checked,,1062,,,,,,,US 20140316594 A1,2014-10-23,51729625,14,"SYSTEMS, DEVICES, AND METHODS FOR REDUCING SAFETY RISK AND OPTIMIZING ENERGY USE",G05B15/02;G05B9/02,Y02P80/10;G05B2219/37348,STEELE; Scott A. et al.,,13/864904,2013-04-17,,,700/291,700/292,"Green Edge Technologies, Inc.",,,22.51256,,20140316594,A1,US-PGPUB,20140316594
checked,1,1064,,,,,,,US 20140233141 A1,2014-08-21,51350985,27,System to Protect from Unsafe Conditions in an Electrical Power System,H02H1/0023;H02H7/20,,Blemel; Kenneth Gerald et al.,,14/184704,2014-02-19,,,361/78,,"Blemel; Kenneth Gerald,Peter; Francis Edward,Blemel; Kenneth Dominick,Blemel; Peter Andrew",,,12.1534,,20140233141,A1,US-PGPUB,20140233141
checked,1,1066,,,,,,,US 20140236390 A1,2014-08-21,51351824,19,VERTICAL TAKEOFF AND LANDING (VTOL) SMALL UNMANNED AERIAL SYSTEM FOR MONITORING OIL AND GAS PIPELINES,B64C19/00;B64C29/00;B64U10/13;B64U50/37;B64U70/90;G05D1/248;G05D1/661,B64U2101/31;B64U2201/104;B64U2201/20;G05D2105/89;G05D2107/70;G05D2109/254,Mohamadi; Farrokh,,13/772161,2013-02-20,,,701/2,244/17.11;701/16,Mohamadi; Farrokh,,,20.379242,,20140236390,A1,US-PGPUB,20140236390
checked,1,1068,,,,,,,US 20140189994 A1,2014-07-10,49920650,25,Post-Crimping Inspection of Scaffolds Mounted on Scaffold Delivery Systems,A61F2/958;B23P11/005,Y10T29/53022;A61F2/9522;Y10T29/49769;A61F2002/9583,Van Sciver; Jason,Abbott Cardiovascular Systems Inc.,13/735871,2013-01-07,,,29/407.04,29/705,ABBOTT CARDIOVASCULAR SYSTEMS INC.,,,29.321774,,20140189994,A1,US-PGPUB,20140189994
checked,,1070,,,,,,,US 20140163759 A1,2014-06-12,50881830,25,"DIGITAL BUILDING OPERATING SYSTEM WITH AUTOMATED BUILDING AND ELECTRIC GRID MONITORING, FORECASTING, AND ALARM SYSTEMS",G06Q50/06;H02J13/12;H02J13/1323;H02J13/14;H02J13/333;H02J3/14,H02J2105/42;Y02B70/30;Y02B70/3225;Y02B90/20;Y02E60/00;Y04S10/30;Y04S20/222;Y04S20/242;Y04S40/124,ANDERSON; Roger N. et al.,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,14/137381,2013-12-20,,,700/291,,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,,,23.567383,,20140163759,A1,US-PGPUB,20140163759
checked,5,1071,,,,,,,US 20140145858 A1,2014-05-29,45874091,33,TRANSMISSION LINE MEASURING DEVICE AND METHOD FOR CONNECTIVITY AND MONITORING,G08C17/02;H04Q9/00,G01R15/142;H04Q2209/40;G01R1/22,Miller; Gary et al.,,13/825451,2011-09-22,,,340/870.07,,"Miller; Gary,Crutcher; Bernard,Waltz; Peter,Chadbourne; Christopher",,,14.714387,,20140145858,A1,US-PGPUB,20140145858
checked,,1073,,,,,,,US 20170206781 A1,2017-07-20,45874091,33,TRANSMISSION LINE MEASURING DEVICE AND METHOD FOR CONNECTIVITY AND MONITORING,H04Q9/00;G08C17/02,G01R15/142;H04Q2209/40;G01R1/22,MILLER; Gary et al.,,15/479417,2017-04-05,,,1/1,,Hubbell Incorporated,,,15.412419,,20170206781,A1,US-PGPUB,20170206781
checked,,1075,,,,,,,US 20180025626 A1,2018-01-25,45874091,33,TRANSMISSION LINE MEASURING DEVICE AND METHOD FOR CONNECTIVITY AND MONITORING,G08C17/02;H04Q9/00,H04Q2209/40;G01R1/22;G01R15/142,MILLER; Gary et al.,,15/693990,2017-09-01,,,340/870.07,,Hubbell Incorporated,,,15.412419,,20180025626,A1,US-PGPUB,20180025626
checked,,1077,,,,,,,US 20140142785 A1,2014-05-22,47598653,22,AUTONOMOUS MISSION MANAGEMENT,G05D1/0027;G05D1/0088;G05D1/0011,,Fuentes; Ruben et al.,The Boeing Company,14/046518,2013-10-04,,,701/2,,The Boeing Company,,,21.963774,,20140142785,A1,US-PGPUB,20140142785
checked,,1078,,,,,,,US 20140115579 A1,2014-04-24,50486584,21,Datacenter storage system,G06F3/0662;G06F3/0605;G06F3/067;G06F3/0665;H04L69/40;H04L67/1097,,Kong; Jonathan,,13/694001,2012-10-19,,,718/1,,Kong; Jonathan,,,12.550665,,20140115579,A1,US-PGPUB,20140115579
checked,1,1079,,,,,,,US 20140104066 A1,2014-04-17,50474856,11,SNEAK WATER DETECTION FOR CONCRETE DELIVERY VEHICLES,B28C5/4231;G01N33/383;B28C7/024;B28C5/422;B28C7/026;G08B21/20,G01N2011/0046,Jordan; Richard K. et al.,VERIFI LLC,14/052289,2013-10-11,,,340/606,,Verifi LLC,,,15.159273,,20140104066,A1,US-PGPUB,20140104066
checked,1,1081,,,,,,,US 20140104972 A1,2014-04-17,50475214,17,TREATING AND REPORTING VOLUME OF CONCRETE IN DELIVERY VEHICLE MIXING DRUM,B28C7/0454;B28C7/026;B28C7/16;G01N33/383,,Roberts; Mark F. et al.,VERIFI LLC,14/052310,2013-10-11,,,366/2,366/19;700/265,Verifi LLC,,,17.346718,,20140104972,A1,US-PGPUB,20140104972
checked,3,1083,,,,,,,US 20140047064 A1,2014-02-13,48979583,28,REMOTE INDUSTRIAL MONITORING USING A CLOUD INFRASTRUCTURE,G06N7/01;H04L67/125;G05B23/0221;G05B23/0264;H04L67/10;G05B23/0216;G06N5/04,G05B2223/06;G05B2219/13;Y02P90/80,Maturana; Francisco et al.,"ROCKWELL AUTOMATION TECHNOLOGIES, INC.",13/863976,2013-04-16,,,709/217,,"Rockwell Automation Technologies, Inc.;",,,16.31859,,20140047064,A1,US-PGPUB,20140047064
checked,,1085,,,,,,,US 20170019483 A1,2017-01-19,48979583,29,REMOTE INDUSTRIAL MONITORING USING A CLOUD INFRASTRUCTURE,G06N5/04;H04L67/125;G05B23/0216;G06N7/01;G05B23/0221;G05B23/0264;H04L67/10,G05B2219/13;Y02P90/80;G05B2223/06,Maturana; Francisco et al.,,15/277010,2016-09-27,,,1/1,,"Rockwell Automation Technologies, Inc.",,,16.31859,,20170019483,A1,US-PGPUB,20170019483
checked,1,1087,,,,,,,US 20140006601 A1,2014-01-02,49779384,13,SERVICES MANAGEMENT APPLICATION INTEGRATING SOCIAL MEDIA AND AUTOMATED INFRASTRUCTURE MONITORING,G06F11/328;G06F11/30;G06Q30/00;G06Q30/0201,G06F11/3051;G06F11/3055;G06F11/3065;G06F11/3409;G06Q10/40,Agarwal; Charu et al.,INTERNATIONAL BUSINESS MACHINES CORPORATION,13/540298,2012-07-02,,,709/224,,"Agarwal; Charu,Albouyeh; Shadi E.,Cavoto; Paulo Henrique de Almeida,Gowda; Mamatha,Harthoorn; Wim A.,Mandapaka; Asmeeta N.,Tara; Sunjit,Young; Sean",,,20.34475,,20140006601,A1,US-PGPUB,20140006601
checked,1,1089,,,,,,,US 20130304251 A1,2013-11-14,48576190,25,Automated Inspection of Spar Web in Hollow Monolithic Structure,G01N29/043;G01N29/225;G01N29/265,G01N2291/0231;G01N2291/106;G01N2291/2636;G01N2291/2694,Garvey; Jeffry J. et al.,THE BOEING COMPANY,13/470125,2012-05-11,,,700/213,254/10C;702/56;248/125.2;254/126;73/618,"Garvey; Jeffry J.,Kennedy; James C.,Troy; James J.",,,19.351677,,20130304251,A1,US-PGPUB,20130304251
checked,2,1091,,,,,,,US 20130153324 A1,2013-06-20,48609005,12,Environment Adaptive Electric Vehicle with Lock On Security and Control Saddle,B60R19/205;B61B13/06;B60K7/0007;B61B13/00;B60F1/043;B62D21/152,,"Kissel, JR.; Waldemar F.","WFK & ASSOCIATES, LLC",13/649621,2012-10-11,,,180/253,,"Kissel, JR.; Waldemar F.",,,16.846182,,20130153324,A1,US-PGPUB,20130153324
checked,,1093,,,,,,,US 20150217612 A1,2015-08-06,48609005,12,Environment Adaptive Electric Vehicle with Lock On Security and Control Saddle,B62D21/152;B60R19/205;B61B13/00;B60F1/043;B60K7/0007;B61B13/06,,"Kissel, JR.; Waldemar F.",,14/617838,2015-02-09,,,105/53,105/72.2,"WFK & Associates, LLC",,,16.846182,,20150217612,A1,US-PGPUB,20150217612
checked,1,1094,,,,,,,US 20130154850 A1,2013-06-20,48609579,107,METHOD AND SYSTEM FOR AUTOMATED POWER METER INFRASTRUCTURE,G08C19/00;G01D4/002,Y04S20/30;Y02B90/20;G01D2204/45,CHAN; Tat-Keung et al.,Jetlun Corporation,13/767098,2013-02-14,,,340/870.02,,Jetlun Corporation;,,,14.462643,,20130154850,A1,US-PGPUB,20130154850
checked,1,1096,,,,,,,US 20130155058 A1,2013-06-20,48609665,57,FOUR-DIMENSIONAL AUGMENTED REALITY MODELS FOR INTERACTIVE VISUALIZATION AND AUTOMATED CONSTRUCTION PROGRESS MONITORING,G06Q10/06311;G06Q10/103;G06T17/00;G06T7/001;G06T19/006,G06T2210/04;G06T2207/10028;G06T2207/30132;G06T2207/20076,Golparvar-Fard; Mani et al.,The Board of Trustees of the University of Illinois,13/712362,2012-12-12,,,345/419,,The Board of Trustees of the University of Illinois;,,,18.269993,,20130155058,A1,US-PGPUB,20130155058
checked,,1099,,,,,,,US 20130110932 A1,2013-05-02,48173533,7,AUTOMATED ACTION BUILDING FOR SOCIAL NETWORKING DATA CHANGES IN A CUSTOMER RELATIONSHIP MANAGEMENT (CRM),G06Q10/06311;G06Q10/107;G06Q10/40;G06Q30/02;H04L69/329,,Itani; Majed et al.,SUGARCRM INC.,13/714364,2012-12-13,,,709/204,,SUGARCRM INC.;,,,17.821228,,20130110932,A1,US-PGPUB,20130110932
checked,,1100,,,,,,,US 20130097306 A1,2013-04-18,48086757,19,"SYSTEM AND METHOD FOR MONITORING, MANAGING AND CONTROLLING A PLURALITY OF DEVICES USING CLOUD RESOURCES",H04L12/6418,,Dhunay; Nav,,13/275879,2011-10-18,,,709/224,,Dhunay; Nav,,,13.447836,,20130097306,A1,US-PGPUB,20130097306
checked,1,1101,,,,,,,US 20130073488 A1,2013-03-21,44507205,20,"METRICS MONITORING AND FINANCIAL VALIDATION SYSTEM (M2FVS) FOR TRACKING PERFORMANCE OF CAPITAL, OPERATIONS, AND MAINTENANCE INVESTMENTS TO AN INFRASTRUCTURE",G06Q10/04,,Anderson; Roger N. et al.,,13/589737,2012-08-20,,,706/12,,"Anderson; Roger N.,Boulanger; Albert,Wu; Leon L.",,,24.889668,,20130073488,A1,US-PGPUB,20130073488
checked,1,1103,,,,,,,US 20130066470 A1,2013-03-14,47830560,7,AUTOMATED BUILDING MONITORING SYSTEM,H04L12/2834;H04L12/2818;G05B15/02;H04L12/2825,G05B2219/2642,Wang; I-Yu et al.,"Chunghwa Telecom Co., Ltd.",13/332808,2011-12-21,,,700/275,,"Wang; I-Yu,Pan; Ming-Hsien,Chang; Chin-Hsuan",,,23.814678,,20130066470,A1,US-PGPUB,20130066470
checked,,1105,,,,,,,US 20120296689 A1,2012-11-22,55167925,76,Computer Implemented Method and System for Analyzing Business Processes,G06Q10/0639;G06Q10/06;G05B23/0294,,Wewalaarachchi; Bandu et al.,,13/463248,2012-05-03,,,705/7.26,705/7.12,,,,10.85942,,20120296689,A1,US-PGPUB,20120296689
checked,1,1106,,,,,,,US 20120213625 A1,2012-08-23,46652871,11,Robotic Palletizer Cell And Method Of Construction,B65G57/03;B65G61/00;E04B2/7433,,Roberts; Brian Thomas,,13/400213,2012-02-20,,,414/788.1,52/741.1,,,,10.690969,,20120213625,A1,US-PGPUB,20120213625
checked,,1107,,,,,,,US 20170088368 A1,2017-03-30,46652871,11,Robotic Palletizer Cell And Method Of Construction,B65G61/00;E04B2/7433;B65G57/03,,Roberts; Brian Thomas,,14/932131,2015-11-04,,,1/1,,Roberts; Brian Thomas,,,10.690969,,20170088368,A1,US-PGPUB,20170088368
checked,1,1108,,,,,,,US 20120215348 A1,2012-08-23,46653416,45,Submersible robotically operable vehicle system for infrastructure maintenance and inspection,B25J9/163;B25J9/0084;B25J11/0085;F16L55/32;B25J3/00;B25J11/008;B25J9/1676;B25J9/1689;B25J9/1661;B25J9/08;B08B9/049,Y10S901/05;F16L2101/12,Skrinde; Richard Arthur,,12/932171,2011-02-19,,,700/245,701/2,,,,20.098639,,20120215348,A1,US-PGPUB,20120215348
checked,1,1110,,,,,,,US 20120126700 A1,2012-05-24,46063717,21,Integrated Exit Signs and Monitoring System,G08B19/005;G08B7/062;H05B47/105;H05B47/172;H05B47/19,Y02B20/40,Mayfield; Jerrold W. et al.,,13/299588,2011-11-18,,,315/86,315/118;315/130;315/134,,,,15.79304,,20120126700,A1,US-PGPUB,20120126700
checked,3,1112,,,,,,,US 20120087203 A1,2012-04-12,45925044,25,Automated Mix In-Cup Apparatus and the Method of Operating the Same,B01F27/806;B01F35/20;B01F35/1453;A47J43/044;A47J43/0705;B01F31/40;B01F35/186,A47J31/60,Williams; Brian P. et al.,,12/901636,2010-10-11,,,366/138,99/460,,,,13.4169445,,20120087203,A1,US-PGPUB,20120087203
checked,,1114,,,,,,,US 20140313851 A1,2014-10-23,45925044,25,Automated Mix In-Cup Apparatus and the Method of Operating the Same,A47J43/0705;B01F35/186;B01F27/806;B01F35/1453;A47J43/044;B01F35/20;B01F31/40,A47J31/60,"Pryor, JR.; Ernest B et al.",,14/323272,2014-07-03,,,366/207,,"Hamilton Beach Brands, Inc.",,,13.760057,,20140313851,A1,US-PGPUB,20140313851
checked,1,1116,,,,,,,US 20120089726 A1,2012-04-12,45925993,22,AUTOMATED SERVICE LEVEL MANAGEMENT OF APPLICATIONS IN CLOUD COMPUTING ENVIRONMENT,H04L67/34;G06F9/5072,,Doddavula; Shyam Kumar,Infosys Technologies Ltd.,12/950464,2010-11-19,,,709/224,,,,,14.853636,,20120089726,A1,US-PGPUB,20120089726
checked,,1118,,,,,,,US 20120040650 A1,2012-02-16,45565191,38,SYSTEM FOR AUTOMATED DETECTION OF MOBILE PHONE USAGE,H04M3/42357;H04M3/2218;H04M3/2281;G08G1/0175;G08G1/04,H04M2207/18;H04M2242/30,Rosen; Michael,,13/277990,2011-10-20,,,455/414.1,,,,,14.831467,,20120040650,A1,US-PGPUB,20120040650
checked,1,1119,,,,,,,US 20120035797 A1,2012-02-09,44065946,20,AUTONOMOUS MOVING BODY AND CONTROL METHOD THEREOF,G05D1/0274;G05D1/024;G05D1/0272,G05D1/0242;G05D1/0255,Oobayashi; Souichi et al.,TOYOTA JIDOSHA KABUSHIKI KAISHA,13/126860,2009-11-27,,,701/23,701/25;701/301,,,,17.117407,,20120035797,A1,US-PGPUB,20120035797
checked,1,1121,,,,,,,US 20120033851 A1,2012-02-09,45556194,15,"SPATIALLY INTEGRATED AERIAL PHOTOGRAPHY FOR BRIDGE, STRUCTURE, AND ENVIRONMENTAL MONITORING",G06T7/0002,G06T2207/10024;G06T2207/30184;G06T2207/10032,Chen; Shen-En et al.,,13/092452,2011-04-22,,,382/100,,,,,20.752254,,20120033851,A1,US-PGPUB,20120033851
checked,3,1123,,,,,,,US 20120022700 A1,2012-01-26,45494257,52,AUTOMATED FAULT DETECTION AND DIAGNOSTICS IN A BUILDING MANAGEMENT SYSTEM,G05B15/02;G06F11/079;G06Q30/0283;G06Q50/06;H02J13/12;H02J13/1321;H02J13/14,G05B2219/2642;G06F30/13;H02J13/10;H02J2105/425;Y02B70/30;Y02B70/3225;Y02B90/20;Y04S20/00;Y04S20/20;Y04S20/221;Y04S20/222;Y04S40/124;Y04S50/14,Drees; Kirk H. et al.,Johnson Controls Technology Company,13/246644,2011-09-27,,,700/276,705/412;706/52;715/771,,,,14.947665,,20120022700,A1,US-PGPUB,20120022700
checked,,1125,,,,,,,US 20140245071 A1,2014-08-28,45494257,52,AUTOMATED FAULT DETECTION AND DIAGNOSTICS IN A BUILDING MANAGEMENT SYSTEM,G05B15/02;G06F11/079;G06Q30/0283;G06Q50/06;H02J13/12;H02J13/1321;H02J13/14,G05B2219/2642;G06F30/13;H02J13/10;H02J2105/425;Y02B70/30;Y02B70/3225;Y02B90/20;Y04S20/00;Y04S20/20;Y04S20/221;Y04S20/222;Y04S40/124;Y04S50/14,Drees; Kirk H. et al.,Johnson Controls Technology Company,14/273381,2014-05-08,,,714/39,,Johnson Controls Technology Company,,,14.947665,,20140245071,A1,US-PGPUB,20140245071
checked,1,1127,,,,,,,US 20120001617 A1,2012-01-05,45399222,28,APPARATUS FOR CALIBRATED NON-INVASIVE MEASUREMENT OF ELECTRICAL CURRENT,G01R15/18;G01R15/20;G01R35/005,G01R15/14;G01R15/148,Reynolds; Brett S.,,13/174953,2011-07-01,,,324/74,,,,,8.98398,,20120001617,A1,US-PGPUB,20120001617
checked,1,1129,,,,,,,US 20110320540 A1,2011-12-29,45353556,22,SERVICE MODEL CREATION USING MONITORED DATA OF THE PERFORMANCE MANAGEMENT TOOL,G06Q40/02;G06F11/3419;G06F11/3495;G06F11/3409;G06F11/3006;G06F11/3051,G06F2201/87,Oostlander; Bart et al.,Compuware Corporation,12/823516,2010-06-25,,,709/206,,,,,11.349117,,20110320540,A1,US-PGPUB,20110320540
checked,,1131,,,,,,,US 20110238582 A1,2011-09-29,44657481,9,Service Method For Customer Self-Service And Rapid On-Boarding For Remote Information Technology Infrastructure Monitoring And Management,G06Q30/0283;G06Q30/0621;G06Q50/188,,Dasari; Anthony J. et al.,International Business Machines Corporation,12/729672,2010-03-23,,,705/80,709/224;726/15;705/400;705/26.5,,,,16.219954,,20110238582,A1,US-PGPUB,20110238582
checked,1,1132,,,,,,,US 20110192315 A1,2011-08-11,44352662,30,LINE INSPECTION ROBOT AND SYSTEM,H02G1/02,,Phillips; Andrew John et al.,"ELECTRIC POWER RESEARCH INSTITUTE, INC.",13/024535,2011-02-10,,,104/112,901/44;901/1,,,,23.143435,,20110192315,A1,US-PGPUB,20110192315
checked,,1134,,,,,,,US 20110185962 A1,2011-08-04,43135771,24,HUMANOID TRAFFIC CONTROL ROBOT,E01F9/00,,Choi; In Tack et al.,,13/014234,2011-01-26,,,116/63R,901/15;901/2,,,,33.37917,,20110185962,A1,US-PGPUB,20110185962
checked,,1135,,,,,,,US 20110178935 A1,2011-07-21,42100925,9,Systems And Methods Of Integrated And Automated Generation Of Work Packages,G06Q10/06;G06Q10/103,,Chaubey; Nikhil et al.,FLUOR TECHNOLOGIES CORPORATION,13/120091,2009-10-06,,,705/301,,,,,16.825314,,20110178935,A1,US-PGPUB,20110178935
checked,,1136,,,,,,,US 20110178830 A1,2011-07-21,44278186,45,Computer-Implemented Tools and Method for Developing and Implementing Integrated Model of Strategic Goals,G06Q10/06;G06Q10/063,,Knowles; George Gordon,"COGNITI, INC.",13/010534,2011-01-20,,,705/7.11,,,,,8.701004,,20110178830,A1,US-PGPUB,20110178830
checked,1,1137,,,,,,,US 20110139030 A1,2011-06-16,41722092,25,LARGE RIDEABLE BIPEDAL WALKING ROBOT FOR USE AS AN AMUSEMENT PARK RIDE AND AMUSEMENT PARK SYSTEM USING THE SAME,A63G7/00;A63G31/02,,KIM; In-Sang,,13/032773,2011-02-23,,,104/53,180/8.1,,,,23.12672,,20110139030,A1,US-PGPUB,20110139030
